1230 [5, 8] 70.815 42 376950 18784
1231 [5, 8] 79.985 46 377005 18786
1232 [2, 8] 68.875 44 377049 18787
1233 [2, 8] 71.72999999999999 42 377091 18788
1234 [3, 8] 82.83500000000001 42 377143 18790
1235 [5, 8] 81.02499999999999 46 377189 18791
1236 [5, 8] 70.755 42 377231 18792
1237 [5, 8] 54.135000000000005 34 377304 18795
1238 [5, 8] 59.815 44 377348 18796
1239 [0, 6] 51.745 44 377392 18797
1240 [5, 8] 56.06 55 377538 18800
1241 [0, 8] 50.87000000000001 44 377582 18801
1242 [3, 8] 71.78500000000001 42 377624 18802
1243 [2, 8] 67.14 52 377681 18804
1244 [0, 7] 41.41 40 377721 18805
1245 [3, 8] 47.0 48 377769 18806
1246 [2, 8] 60.015000000000015 50 377819 18807
1247 [3, 8] 71.80000000000001 42 377861 18808
1248 [5, 8] 81.91 44 377905 18809
1249 [4, 8] 72.74000000000001 40 377945 18810
1250 [5, 8] 66.09 51 377996 18811
1251 [0, 5] 50.49000000000001 38 378034 18812
1252 [5, 8] 72.32500000000002 38 378072 18813
1253 [5, 8] 71.92000000000002 42 378114 18814
1254 [3, 8] 70.88500000000002 44 378158 18815
1255 [4, 8] 80.085 46 378204 18816
1256 [3, 8] 61.81500000000001 44 378248 18817
1257 [4, 8] 81.96999999999998 46 378294 18818
1258 [0, 7] 41.78 44 378338 18819
1259 [5, 8] 70.00000000000001 46 378384 18820
1260 [4, 8] 70.15500000000002 53 378437 18821
1261 [3, 8] 78.12 50 378487 18822
1262 [5, 8] 49.785000000000004 45 378532 18823
1263 [4, 8] 72.86500000000001 45 378577 18824
1264 [3, 8] 71.01000000000002 45 378622 18825
1265 [0, 8] 52.71500000000001 42 378704 18827
1266 [2, 8] 59.63000000000001 44 378748 18828
1267 [4, 8] 80.88499999999999 46 378794 18829
1268 [0, 6] 42.42 36 378830 18830
1269 [3, 8] 66.66500000000002 50 378880 18831
1270 [5, 8] 70.03 49 378929 18832
1271 [4, 8] 81.96499999999999 46 379011 18834
1272 [4, 8] 81.865 44 379055 18835
1273 [5, 8] 71.625 42 379097 18836
1274 [5, 8] 59.985 45 379182 18838
1275 [5, 8] 59.88 44 379226 18839
1276 [4, 8] 51.82000000000001 44 379291 18842
1277 [4, 8] 80.075 50 379341 18843
1278 [3, 8] 68.07500000000002 51 379392 18844
1279 [5, 8] 71.94500000000002 44 379436 18845
1280 [5, 8] 48.705 44 379480 18846
1281 [3, 8] 61.68000000000001 42 379522 18847
1282 [0, 7] 50.69000000000001 44 379618 18850
1283 [2, 8] 70.1 49 379667 18851
1284 [5, 8] 70.025 49 379716 18852
1285 [3, 8] 59.05000000000001 49 379765 18853
1286 [2, 8] 48.80499999999999 50 379815 18854
1287 [0, 8] 41.83 44 379859 18855
1288 [5, 8] 50.67 43 379902 18856
1289 [3, 8] 81.08 48 379950 18857
1290 [4, 8] 80.98 48 379998 18858
1291 [5, 8] 60.830000000000005 44 380042 18859
1292 [3, 8] 72.72 40 380082 18860
1293 [4, 8] 49.85 48 380130 18861
1294 [3, 8] 79.985 46 380273 18863
1295 [5, 8] 70.84 44 380324 18865
1296 [3, 8] 82.00000000000001 44 380368 18866
1297 [4, 8] 81.11 48 380416 18867
1298 [5, 8] 62.53 38 380454 18868
1299 [2, 8] 70.83000000000001 44 380498 18869
1300 [5, 8] 80.04999999999998 48 380546 18870
1301 [5, 8] 71.785 42 380588 18871
1302 [5, 8] 18.745 68 380656 18872
1303 [5, 8] 70.92000000000002 45 380701 18873
1304 [4, 8] 58.92 48 380749 18874
1305 [5, 8] 81.02499999999999 46 380795 18875
1306 [5, 8] 61.665000000000006 42 380837 18876
1307 [3, 8] 71.745 42 380879 18877
1308 [4, 8] 80.05 46 380925 18878
1309 [3, 8] 82.72500000000001 42 381005 18880
1310 [4, 8] 82.78499999999998 42 381134 18882
1311 [3, 8] 56.74 47 381213 18884
1312 [5, 8] 62.580000000000005 38 381251 18885
1313 [5, 8] 82.80499999999999 42 381293 18886
1314 [5, 8] 78.16 49 381342 18887
1315 [5, 8] 81.95 44 381386 18888
1316 [3, 8] 80.15 48 381434 18889
1317 [4, 8] 82.83 42 381476 18890
1318 [4, 8] 69.98500000000001 47 381523 18891
1319 [4, 8] 72.85000000000002 43 381566 18892
1320 [5, 8] 80.035 46 381616 18894
1321 [4, 8] 81.02 46 381662 18895
1322 [3, 8] 59.755 42 381704 18896
1323 [3, 8] 68.89500000000001 44 381748 18897
1324 [3, 8] 70.54 42 381790 18898
1325 [3, 8] 70.745 42 381875 18900
1326 [5, 8] 71.785 42 381917 18901
1327 [5, 8] 6.204999999999998 96 382013 18902
1328 [5, 8] 80.10499999999999 50 382063 18903
1329 [5, 8] 82.00999999999999 44 382107 18904
1330 [5, 8] 61.940000000000005 43 382150 18905
1331 [0, 7] 50.735 42 382192 18906
1332 [5, 8] 60.900000000000006 44 382339 18911
1333 [5, 8] 79.98 46 382385 18912
1334 [5, 8] 50.754999999999995 43 382428 18913
1335 [3, 8] 76.21000000000001 54 382482 18914
1336 [5, 8] 70.875 42 382524 18915
1337 [4, 8] 57.895 47 382571 18916
1338 [5, 8] 80.10999999999999 46 382617 18917
1339 [3, 8] 47.74000000000001 44 382661 18918
1340 [5, 8] 58.71 44 382705 18919
1341 [0, 8] 40.735 42 382747 18920
1342 [3, 8] 70.80000000000001 42 382789 18921
1343 [4, 8] 46.739999999999995 45 382834 18922
1344 [2, 8] 81.87 44 382878 18923
1345 [0, 5] -51.569999999999986 120 382998 18924
1346 [4, 8] 51.785000000000004 46 383044 18925
1347 [3, 8] 79.01 46 383090 18926
1348 [3, 8] 61.69500000000001 40 383130 18927
1349 [4, 8] 79.19499999999998 50 383180 18928
1350 [3, 8] 70.94000000000001 44 383255 18930
1351 [2, 8] 31.585 41 383296 18931
1352 [3, 8] 61.92500000000001 45 383341 18932
1353 [0, 8] 49.82000000000001 47 383388 18933
1354 [3, 8] 81.86 44 383432 18934
1355 [5, 8] 72.71000000000001 40 383472 18935
1356 [5, 8] 59.87 45 383517 18936
1357 [2, 8] 61.79500000000001 44 383564 18938
1358 [3, 8] 78.93 46 383610 18939
1359 [4, 8] 80.98 46 383656 18940
1360 [4, 8] 81.96499999999999 46 383702 18941
1361 [4, 8] 62.28500000000001 34 383736 18942
1362 [0, 6] 31.474999999999994 38 383774 18943
1363 [3, 8] 72.715 40 383818 18945
1364 [5, 8] 59.955 46 383864 18946
1365 [5, 8] 70.905 45 383909 18947
1366 [5, 8] 52.63 39 383948 18948
1367 [4, 8] 69.815 44 383992 18949
1368 [4, 8] 71.80000000000001 42 384077 18952
1369 [5, 8] 61.59 40 384117 18953
1370 [5, 8] 82.015 44 384161 18954
1371 [5, 8] 51.80500000000001 41 384202 18955
1372 [5, 8] 61.715 40 384242 18956
1373 [4, 8] 50.71 43 384285 18957
1374 [5, 8] 61.365 36 384321 18958
1375 [4, 8] 81.94000000000001 44 384365 18959
1376 [5, 8] 72.92999999999999 44 384409 18960
1377 [4, 8] 71.93 45 384454 18961
1378 [4, 8] 48.88000000000001 47 384661 18964
1379 [3, 8] 78.14999999999999 50 384711 18965
1380 [2, 8] 71.755 42 384753 18966
1381 [5, 8] 61.925 43 384799 18968
1382 [5, 8] 61.005 47 384885 18970
1383 [5, 8] 66.975 47 384932 18971
1384 [0, 7] 59.06500000000001 50 384982 18972
1385 [5, 8] 67.97 46 385028 18973
1386 [4, 8] 78.11 48 385076 18974
1387 [4, 8] 82.005 44 385120 18975
1388 [4, 8] 70.81 42 385172 18977
1389 [3, 8] 71.89000000000001 45 385217 18978
1390 [3, 8] 71.76500000000001 42 385259 18979
1391 [5, 8] 71.04500000000002 47 385306 18980
1392 [5, 8] 82.865 44 385350 18981
1393 [4, 8] 70.80000000000001 42 385392 18982
1394 [4, 8] 70.10000000000002 49 385441 18983
1395 [4, 8] 72.73000000000002 40 385481 18984
1396 [5, 8] 52.010000000000005 32 385516 18986
1397 [3, 8] 72.715 40 385556 18987
1398 [4, 8] 61.894999999999996 43 385599 18988
1399 [4, 8] 71.79500000000002 42 385641 18989
1400 [5, 8] 51.88 44 385692 18991
1401 [0, 8] 60.12500000000001 48 385780 18993
1402 [5, 8] 69.69 44 385824 18994
1403 [5, 8] 59.83 45 385869 18995
1404 [5, 8] 62.620000000000005 38 385910 18997
1405 [4, 8] 61.08500000000001 51 385961 18998
1406 [4, 8] 60.65500000000001 42 386003 18999
1407 [4, 8] 78.1 48 386051 19000
1408 [2, 8] 69.80000000000001 44 386095 19001
1409 [5, 8] 82.95 44 386139 19002
1410 [5, 8] 49.78 46 386185 19003
1411 [3, 8] 48.580000000000005 51 386236 19004
1412 [5, 8] 52.44500000000001 39 386275 19005
1413 [5, 8] 79.95 46 386321 19006
1414 [0, 7] 46.775 46 386402 19008
1415 [0, 3] 41.309999999999995 34 386436 19009
1416 [5, 8] 71.89500000000001 42 386486 19011
1417 [5, 8] 59.84 44 386530 19012
1418 [2, 8] 75.33500000000001 56 386595 19014
1419 [5, 8] 79.89 46 386641 19015
1420 [5, 8] 71.845 42 386683 19016
1421 [5, 8] 72.83000000000001 42 386725 19017
1422 [0, 2] 49.345000000000006 37 386762 19018
1423 [0, 7] 31.25 36 386798 19019
1424 [5, 8] 68.05000000000001 49 386847 19020
1425 [0, 8] 62.06000000000001 46 386893 19021
1426 [5, 8] 82.095 46 386939 19022
1427 [4, 8] 79.085 48 386987 19023
1428 [3, 8] 71.89000000000001 42 387029 19024
1429 [0, 8] 52.790000000000006 42 387280 19027
1430 [3, 8] 70.64000000000001 44 387366 19029
1431 [5, 8] 72.80000000000001 42 387408 19030
1432 [2, 8] 67.05000000000001 48 387456 19031
1433 [5, 8] 70.79 45 387501 19032
1434 [5, 8] 59.809999999999995 47 387548 19033
1435 [4, 8] 59.690000000000005 42 387616 19035
1436 [2, 8] 61.62 40 387656 19036
1437 [5, 8] 58.790000000000006 46 387702 19037
1438 [5, 8] 70.91500000000002 44 387746 19038
1439 [0, 8] 48.940000000000005 46 387812 19040
1440 [0, 8] 49.875000000000014 48 387860 19041
1441 [4, 8] 76.14499999999998 52 387912 19042
1442 [5, 8] 82.855 42 387954 19043
1443 [4, 8] 72.72000000000001 40 387999 19045
1444 [4, 8] 70.80000000000001 45 388044 19046
1445 [4, 8] 79.00499999999998 46 388090 19047
1446 [4, 8] 65.02000000000001 50 388140 19048
1447 [3, 8] 71.03 47 388187 19049
1448 [3, 8] 48.735000000000014 47 388234 19050
1449 [4, 8] 82.82 42 388276 19051
1450 [5, 8] 72.78 42 388318 19052
1451 [5, 8] 62.64 38 388356 19053
1452 [4, 8] 81.94 48 388404 19054
1453 [3, 8] 72.68 40 388444 19055
1454 [2, 8] 59.96 45 388501 19057
1455 [3, 8] 40.58 39 388540 19058
1456 [0, 8] 51.940000000000005 44 388584 19059
1457 [5, 8] 81.02999999999997 48 388666 19061
1458 [4, 8] 80.12499999999999 48 388718 19063
1459 [5, 8] 62.705000000000005 40 388758 19064
1460 [5, 8] 62.71 40 388798 19065
1461 [5, 8] 82.92999999999999 44 388842 19066
1462 [2, 8] 71.73 42 388884 19067
1463 [3, 8] 62.86000000000001 46 388933 19069
1464 [5, 8] 80.955 46 389057 19072
1465 [4, 8] 59.88000000000001 44 389302 19074
1466 [4, 8] 81.93499999999999 44 389346 19075
1467 [3, 8] 61.745000000000005 45 389391 19076
1468 [5, 8] 76.18499999999999 51 389442 19077
1469 [5, 8] 82.91499999999999 44 389528 19080
1470 [4, 8] 51.69500000000001 43 389571 19081
1471 [5, 8] 71.88000000000001 44 389703 19084
1472 [4, 8] 70.80000000000001 43 389768 19086
1473 [5, 8] 70.83500000000001 44 389812 19087
1474 [5, 8] 69.89 44 389856 19088
1475 [4, 8] 60.69000000000001 40 389896 19089
1476 [5, 8] 79.97999999999998 46 389942 19090
1477 [3, 8] 50.805 43 389985 19091
1478 [4, 8] 68.79 44 390071 19094
1479 [5, 8] 70.94000000000001 46 390117 19095
1480 [3, 8] 59.065 50 390167 19096
1481 [4, 8] 69.91500000000002 46 390213 19097
1482 [4, 8] 81.94999999999999 46 390259 19098
1483 [3, 8] 71.805 44 390303 19099
1484 [3, 8] 70.95000000000002 46 390349 19100
1485 [5, 8] 49.160000000000004 39 390388 19101
1486 [4, 8] 49.66000000000001 42 390430 19102
1487 [4, 8] 81.925 46 390516 19104
1488 [5, 8] 52.68000000000001 41 390557 19105
1489 [3, 8] 68.91 46 390603 19106
1490 [5, 8] 81.855 44 390647 19107
1491 [5, 8] 66.91 48 390695 19108
1492 [3, 8] 81.08000000000001 48 390743 19109
1493 [3, 8] 49.695 43 390786 19110
1494 [5, 8] 70.07 50 390836 19111
1495 [3, 8] 69.025 49 390885 19112
1496 [3, 8] 52.49 38 390923 19113
1497 [5, 8] 72.74000000000001 42 390965 19114
1498 [5, 8] 68.845 47 391012 19115
1499 [3, 8] 72.035 46 391058 19116
1500 [5, 8] 70.86000000000001 44 391102 19117
1501 [3, 8] 82.00000000000001 44 391146 19118
1502 [2, 8] 60.72 42 391188 19119
1503 [5, 8] 81.99999999999999 44 391232 19120
1504 [5, 8] 71.10500000000002 49 391281 19121
1505 [0, 8] 40.894999999999996 46 391327 19122
1506 [4, 8] 33.095 69 391396 19123
1507 [5, 8] 59.900000000000006 46 391442 19124
1508 [3, 8] 68.12000000000003 50 391495 19126
1509 [4, 8] 81.875 44 391573 19128
1510 [0, 8] 50.86000000000001 44 391617 19129
1511 [0, 8] 42.74 43 391697 19131
1512 [0, 8] 52.760000000000005 42 391739 19132
1513 [5, 8] 62.635000000000005 38 391777 19133
1514 [0, 8] 52.77 42 391819 19134
1515 [5, 8] 82.86 42 391861 19135
1516 [5, 8] 70.07000000000002 47 391924 19137
1517 [3, 8] 57.13500000000002 51 391975 19138
1518 [4, 8] 80.94 44 392058 19140
1519 [4, 8] 72.73000000000002 40 392098 19141
1520 [4, 8] 51.675 41 392340 19143
1521 [5, 8] 80.08999999999999 46 392386 19144
1522 [3, 8] 56.879999999999995 49 392435 19145
1523 [0, 8] 61.025000000000006 48 392492 19147
1524 [3, 8] 71.80000000000001 44 392536 19148
1525 [4, 8] 71.80000000000001 44 392580 19149
1526 [5, 8] 60.28 38 392618 19150
1527 [5, 8] 60.640000000000015 42 392660 19151
1528 [4, 8] 68.04500000000002 50 392710 19152
1529 [4, 8] 72.83000000000001 42 392752 19153
1530 [2, 8] 81.92 46 392798 19154
1531 [5, 8] 79.865 48 392846 19155
1532 [4, 8] 71.025 47 392893 19156
1533 [0, 6] 59.705000000000005 48 392988 19158
1534 [4, 8] 81.96 46 393034 19159
1535 [4, 8] 71.95000000000002 44 393078 19160
1536 [5, 8] 81.06499999999998 48 393126 19161
1537 [3, 8] 81.165 50 393176 19162
1538 [3, 8] 72.775 42 393218 19163
1539 [0, 7] 30.455 40 393258 19164
1540 [5, 8] 71.92000000000002 44 393302 19165
1541 [2, 8] 69.755 46 393348 19166
1542 [5, 8] 81.03999999999999 46 393394 19167
1543 [5, 8] 61.285000000000004 42 393436 19168
1544 [2, 8] 60.685 42 393478 19169
1545 [2, 8] 81.87 44 393522 19170
1546 [2, 8] 70.96 46 393568 19171
1547 [0, 8] 42.705000000000005 42 393610 19172
1548 [4, 8] 66.815 44 393657 19174
1549 [3, 8] 71.76 42 393699 19175
1550 [4, 8] 51.685 41 393740 19176
1551 [0, 8] 62.90000000000001 44 393784 19177
1552 [3, 8] 67.95000000000002 48 393832 19178
1553 [0, 5] 23.865000000000006 70 393902 19179
1554 [4, 8] 71.805 42 393980 19181
1555 [5, 8] 71.105 47 394027 19182
1556 [5, 8] 69.95000000000002 47 394081 19184
1557 [0, 8] 29.86 47 394128 19185
1558 [3, 8] 72.70000000000002 40 394271 19187
1559 [0, 8] 62.91000000000001 46 394317 19188
1560 [5, 8] 48.92 45 394362 19189
1561 [2, 8] 72.81 44 394406 19190
1562 [3, 8] 70.73500000000001 42 394448 19191
1563 [4, 8] 61.795 43 394491 19192
1564 [5, 8] 69.10499999999999 48 394583 19195
1565 [5, 8] 72.89000000000001 43 394633 19197
1566 [5, 8] 80.77 44 394677 19198
1567 [3, 8] 81.95 44 394721 19199
1568 [4, 8] 81.92999999999999 48 394769 19200
1569 [5, 8] 80.96 44 394813 19201
1570 [3, 8] 82.825 42 394855 19202
1571 [4, 8] 71.935 44 394899 19203
1572 [4, 8] 66.70500000000001 44 394943 19204
1573 [4, 8] 72.73 40 394983 19205
1574 [0, 7] 42.650000000000006 41 395024 19206
1575 [5, 8] 66.13000000000002 50 395074 19207
1576 [5, 8] 81.085 48 395122 19208
1577 [4, 8] 70.84500000000001 44 395166 19209
1578 [5, 8] 69.86500000000001 46 395217 19211
1579 [5, 8] 60.735 43 395269 19213
1580 [5, 8] 69.845 44 395313 19214
1581 [5, 8] 79.035 48 395361 19215
1582 [5, 8] 71.86000000000001 44 395405 19216
1583 [2, 8] 60.714999999999996 44 395449 19217
1584 [4, 8] 60.735000000000014 42 395491 19218
1585 [5, 8] 70.15 49 395540 19219
1586 [5, 8] 69.97000000000001 46 395586 19220
1587 [4, 8] 71.93 45 395631 19221
1588 [4, 8] 61.81500000000001 44 395687 19223
1589 [0, 7] 60.84000000000001 44 395731 19224
1590 [5, 8] 75.67999999999999 48 395786 19226
1591 [2, 8] 81.00000000000001 48 395834 19227
1592 [0, 5] 41.605000000000004 41 395957 19230
1593 [5, 8] 61.805 43 396000 19231
1594 [0, 8] 58.165000000000006 50 396050 19232
1595 [4, 8] 69.86000000000001 44 396094 19233
1596 [5, 8] 46.87000000000001 46 396140 19234
1597 [5, 8] 69.91000000000001 47 396187 19235
1598 [5, 8] 72.86000000000001 43 396270 19237
1599 [0, 8] 19.695 43 396313 19238
1600 [5, 8] 48.69 44 396357 19239
1601 [0, 7] 29.035000000000004 49 396406 19240
1602 [5, 8] 80.99499999999999 46 396460 19242
1603 [4, 8] 62.705000000000005 41 396501 19243
1604 [4, 8] 81.895 44 396545 19244
1605 [5, 8] 82.85 42 396587 19245
1606 [3, 8] 72.67000000000002 40 396627 19246
1607 [0, 7] 50.80500000000001 45 396681 19248
1608 [2, 8] 79.935 46 396727 19249
1609 [0, 7] 42.54500000000001 38 396765 19250
1610 [5, 8] 80.99999999999999 44 396809 19251
1611 [2, 8] 49.73500000000001 42 396851 19252
1612 [0, 7] 61.915000000000006 44 396895 19253
1613 [5, 8] 80.94500000000001 46 396948 19255
1614 [3, 8] 60.06500000000001 50 396998 19256
1615 [3, 8] 82.835 42 397040 19257
1616 [4, 8] 70.905 42 397082 19258
1617 [4, 8] 69.89000000000001 44 397135 19260
1618 [5, 8] 72.73 40 397175 19261
1619 [5, 8] 78.30999999999999 52 397227 19262
1620 [3, 8] 62.6 38 397265 19263
1621 [5, 8] 78.045 48 397313 19264
1622 [4, 8] 62.565000000000005 38 397351 19265
1623 [0, 4] 51.32000000000001 38 397389 19266
1624 [3, 8] 59.69000000000001 42 397431 19267
1625 [2, 8] 58.92 45 397476 19268
1626 [5, 8] 82.515 38 397514 19269
1627 [0, 8] 49.96 50 397571 19271
1628 [5, 8] 59.915000000000006 47 397618 19272
1629 [4, 8] 71.94000000000001 45 397663 19273
1630 [5, 8] 72.67 40 397703 19274
1631 [3, 8] 68.93500000000002 48 397751 19275
1632 [3, 8] 39.72 43 397794 19276
1633 [3, 8] 60.885000000000005 48 397842 19277
1634 [0, 8] 52.900000000000006 47 397889 19278
1635 [2, 8] 70.86500000000001 44 397933 19279
1636 [4, 8] 82.82000000000001 42 398016 19281
1637 [4, 8] 37.14 53 398069 19282
1638 [3, 8] 69.11000000000001 50 398119 19283
1639 [4, 8] 61.730000000000004 40 398159 19284
1640 [5, 8] 58.00000000000001 47 398206 19285
1641 [4, 8] 61.68 40 398246 19286
1642 [0, 8] 29.72 45 398291 19287
1643 [4, 8] 70.85500000000002 45 398336 19288
1644 [4, 8] 71.98000000000002 45 398381 19289
1645 [5, 8] 78.24 50 398466 19291
1646 [0, 6] 51.76500000000001 46 398512 19292
1647 [0, 6] 50.6 42 398554 19293
1648 [0, 8] 59.07000000000001 48 398602 19294
1649 [5, 8] 66.33000000000001 55 398657 19295
1650 [2, 8] 70.87 44 398701 19296
1651 [5, 8] 62.645 38 398779 19298
1652 [4, 8] 61.12500000000002 49 398836 19300
1653 [5, 8] 59.72 44 398880 19301
1654 [0, 7] 40.985 49 398929 19302
1655 [5, 8] 82.02 44 398973 19303
1656 [3, 8] 61.620000000000005 40 399013 19304
1657 [4, 8] 48.7 42 399055 19305
1658 [4, 8] 68.93 46 399101 19306
1659 [3, 8] 70.92500000000001 44 399145 19307
1660 [0, 8] 50.82000000000001 46 399191 19308
1661 [5, 8] 80.92 44 399251 19310
1662 [0, 7] 40.73 46 399297 19311
1663 [5, 8] 62.69500000000001 40 399337 19312
1664 [2, 8] 81.88499999999999 46 399394 19314
1665 [0, 8] 61.07500000000002 48 399442 19315
1666 [5, 8] 70.86000000000001 44 399524 19318
1667 [5, 8] 82.02999999999999 44 399568 19319
1668 [2, 8] 61.690000000000005 40 399615 19321
1669 [4, 8] 67.93 46 399661 19322
1670 [5, 8] 81.00499999999998 44 399705 19323
1671 [4, 8] 71.98500000000001 45 399750 19324
1672 [5, 8] 70.935 46 399831 19326
1673 [4, 8] 81.99499999999999 46 399877 19327
1674 [5, 8] 82.045 46 399927 19329
1675 [0, 8] 49.89 46 399973 19330
1676 [5, 8] 60.30500000000001 55 400028 19331
1677 [3, 8] 71.745 42 400070 19332
1678 [0, 8] 62.885000000000005 44 400114 19333
1679 [4, 8] 71.61000000000001 42 400156 19334
1680 [4, 8] 69.14999999999999 54 400210 19335
1681 [4, 8] 70.10000000000001 49 400298 19337
1682 [0, 2] 42.11000000000001 32 400330 19338
1683 [0, 8] 43.205000000000005 55 400385 19339
1684 [0, 7] 42.58500000000001 40 400425 19340
1685 [3, 8] 52.22500000000001 36 400461 19341
1686 [5, 8] 79.03499999999998 48 400509 19342
1687 [5, 8] 80.93999999999998 46 400555 19343
1688 [4, 8] 72.055 49 400645 19345
1689 [5, 8] 51.400000000000006 38 400688 19347
1690 [4, 8] 72.88000000000001 45 400733 19348
1691 [4, 8] 69.03 48 400781 19349
1692 [5, 8] 81.95 44 400825 19350
1693 [2, 8] 80.015 46 400871 19351
1694 [5, 8] 72.745 40 400911 19352
1695 [4, 8] 69.91500000000002 46 400957 19353
1696 [2, 8] 61.72500000000001 42 401007 19355
1697 [5, 8] 69.935 46 401053 19356
1698 [3, 8] 72.69000000000001 42 401095 19357
1699 [2, 8] 71.025 47 401158 19359
1700 [5, 8] 69.67500000000001 42 401200 19360
1701 [5, 8] 82.96999999999998 44 401244 19361
1702 [4, 8] 67.935 50 401343 19365
1703 [0, 8] 59.08500000000001 48 401391 19366
1704 [0, 8] 29.99499999999999 48 401473 19368
1705 [4, 8] 72.81500000000001 43 401516 19369
1706 [2, 8] 58.420000000000016 57 401573 19370
1707 [5, 8] 82.865 42 401615 19371
1708 [5, 8] 69.83 44 401659 19372
1709 [4, 8] 81.92 44 401703 19373
1710 [3, 8] 69.88000000000001 44 401747 19374
1711 [0, 8] 30.78 44 401791 19375
1712 [5, 8] 65.99000000000001 52 401843 19376
1713 [5, 8] 71.99499999999999 48 401934 19378
1714 [4, 8] 68.01500000000001 46 401980 19379
1715 [4, 8] 61.815000000000005 44 402024 19380
1716 [3, 8] 72.695 40 402064 19381
1717 [2, 8] 62.585 38 402102 19382
1718 [3, 8] 69.15 50 402159 19384
1719 [5, 8] 47.74999999999999 49 402208 19385
1720 [5, 8] 62.565000000000005 38 402246 19386
1721 [5, 8] 71.73500000000001 42 402288 19387
1722 [5, 8] 80.1 46 402334 19388
1723 [3, 8] 82.835 42 402376 19389
1724 [4, 8] 80.98 44 402420 19390
1725 [3, 8] 70.65500000000002 46 402471 19392
1726 [3, 8] 62.61 38 402509 19393
1727 [4, 8] 61.71 40 402549 19394
1728 [5, 8] 72.70000000000002 40 402589 19395
1729 [3, 8] 82.85000000000001 42 402631 19396
1730 [3, 8] 69.80000000000001 44 402716 19398
1731 [5, 8] 81.86 44 402760 19399
1732 [3, 8] 71.86500000000001 45 402805 19400
1733 [4, 8] 79.02999999999999 48 402853 19401
1734 [2, 8] 50.004999999999995 51 402904 19402
1735 [4, 8] 72.65 40 402944 19403
1736 [3, 8] 74.27 52 403007 19405
1737 [4, 8] 59.945000000000014 46 403053 19406
1738 [3, 8] 72.745 42 403095 19407
1739 [5, 8] 80.99499999999999 44 403144 19409
1740 [4, 8] 40.894999999999996 47 403191 19410
1741 [2, 8] 70.76 44 403235 19411
1742 [5, 8] 48.86000000000001 47 403319 19413
1743 [4, 8] 51.075 51 403370 19414
1744 [3, 8] 65.84000000000002 48 403418 19415
1745 [5, 8] 78.86999999999999 48 403466 19416
1746 [3, 8] 55.93500000000001 48 403528 19418
1747 [5, 8] 61.70500000000001 44 403579 19421
1748 [2, 8] 71.03000000000002 47 403668 19423
1749 [5, 8] 31.594999999999988 41 403750 19425
1750 [5, 8] 52.665000000000006 41 403800 19427
1751 [5, 8] 59.79500000000001 44 403911 19430
1752 [5, 8] 69.89500000000001 44 403955 19431
1753 [4, 8] 81.97999999999999 44 403999 19432
1754 [0, 6] 32.485 38 404037 19433
1755 [2, 8] 69.01500000000001 51 404088 19434
1756 [2, 8] 81.05 46 404134 19435
1757 [4, 8] 43.865000000000016 75 404220 19437
1758 [4, 8] 71.97500000000002 47 404267 19438
1759 [4, 8] 62.21000000000001 36 404303 19439
1760 [4, 8] 81.94 46 404349 19440
1761 [5, 8] 60.030000000000015 50 404399 19441
1762 [5, 8] 61.78000000000001 42 404441 19442
1763 [4, 8] 40.5 41 404482 19443
1764 [4, 8] 41.879999999999995 48 404533 19445
1765 [4, 8] 68.01 48 404581 19446
1766 [2, 8] 62.59 40 404621 19447
1767 [0, 7] 2.6450000000000005 45 404666 19448
1768 [2, 8] 51.305 37 404703 19449
1769 [2, 8] 59.96 45 404793 19451
1770 [5, 8] 80.94 44 404837 19452
1771 [5, 8] 69.04 49 404886 19453
1772 [5, 8] 69.13000000000001 49 404935 19454
1773 [4, 8] 79.94 46 404988 19456
1774 [4, 8] 72.70000000000002 40 405028 19457
1775 [5, 8] 57.88 47 405075 19458
1776 [0, 7] 61.975000000000016 46 405125 19460
1777 [4, 8] 72.745 40 405165 19461
1778 [2, 8] 49.83 46 405211 19462
1779 [4, 8] 81.91499999999999 44 405255 19463
1780 [5, 8] 80.915 44 405341 19465
1781 [0, 8] 62.87500000000001 44 405385 19466
1782 [0, 8] 42.785000000000004 43 405428 19467
1783 [5, 8] 52.61 39 405467 19468
1784 [5, 8] 69.2 49 405516 19469
1785 [5, 8] 80.08999999999999 46 405562 19470
1786 [4, 8] 69.05000000000001 47 405609 19471
1787 [5, 8] 82.86 42 405654 19473
1788 [5, 8] 76.25 50 405704 19474
1789 [5, 8] 72.775 40 405744 19475
1790 [5, 8] 69.845 44 405788 19476
1791 [0, 8] 31.780000000000012 46 405866 19478
1792 [4, 8] 78.07499999999999 50 405916 19479
1793 [5, 8] 81.05499999999999 46 406035 19482
1794 [5, 8] 64.71000000000001 63 406106 19484
1795 [0, 7] 27.56 42 406148 19485
1796 [2, 8] 62.519999999999996 38 406186 19486
1797 [0, 5] 31.455 37 406223 19487
1798 [5, 8] 78.05999999999999 48 406275 19489
1799 [3, 8] 66.95000000000002 46 406324 19491
1800 [2, 8] 70.94500000000002 46 406370 19492
1801 [3, 8] 71.79500000000002 42 406412 19493
1802 [2, 8] 51.69 41 406453 19494
1803 [5, 8] 80.85499999999999 44 406497 19495
1804 [3, 8] 68.025 49 406546 19496
1805 [2, 8] 60.76 44 406590 19497
1806 [2, 8] 70.745 44 406634 19498
