217 [0, 4] -12.129999999999988 77 266666 16640
218 [4, 8] 60.96500000000002 50 266754 16643
219 [4, 8] 63.29500000000001 55 267410 16657
220 [5, 8] 37.57000000000001 63 268181 16666
221 [3, 8] 71.04500000000002 48 268242 16670
222 [4, 8] 60.095000000000006 48 268290 16671
223 [4, 8] 29.835 47 268337 16672
224 [2, 8] 21.960000000000004 52 268657 16676
225 [0, 7] -3.1899999999999906 73 268730 16677
226 [3, 8] 61.35000000000001 57 268787 16678
227 [2, 8] 81.055 48 268886 16680
228 [5, 8] 58.675 42 268969 16682
229 [4, 8] 57.00000000000001 48 269577 16691
230 [2, 8] -9.82999999999998 92 269708 16693
231 [5, 8] 48.625 45 270074 16698
232 [4, 8] 59.96000000000001 49 270327 16701
233 [4, 8] 39.035 52 270458 16704
234 [5, 8] 61.000000000000014 48 270831 16713
235 [5, 8] 39.94999999999999 47 271264 16721
236 [5, 8] 43.315000000000005 57 271321 16722
237 [0, 7] 55.155000000000015 54 271375 16723
238 [2, 8] 56.105000000000004 52 271446 16726
239 [5, 8] 49.95500000000002 49 272040 16739
240 [4, 8] 29.7 47 272087 16740
241 [5, 8] 57.15 53 272140 16741
242 [4, 8] 68.415 40 272591 16751
243 [4, 8] 47.940000000000005 48 272639 16752
244 [4, 8] -56.11500000000004 144 272783 16753
245 [3, 8] 15.294999999999977 108 273038 16757
246 [4, 8] 59.960000000000015 48 273104 16759
247 [4, 8] 63.91000000000001 49 273201 16761
248 [0, 7] 2.7050000000000027 77 273348 16766
249 [4, 8] 16.820000000000004 53 273407 16769
250 [4, 8] 71.36500000000001 58 274861 16790
251 [0, 7] 27.179999999999996 88 275000 16794
252 [5, 8] 71.92500000000001 45 275075 16797
253 [4, 8] 71.845 42 275615 16804
254 [2, 8] 55.99 51 275822 16807
255 [5, 8] 59.71000000000001 42 276031 16815
256 [5, 8] 54.51000000000001 63 276577 16823
257 [5, 8] 80.03500000000001 46 276710 16828
258 [5, 8] 48.125 65 276775 16829
259 [0, 6] 26.07 56 276914 16832
260 [5, 8] 60.92500000000001 46 276960 16833
261 [5, 8] 57.92500000000001 47 277610 16839
262 [5, 8] 81.02499999999999 46 277844 16842
263 [0, 7] 40.584999999999994 40 277894 16844
264 [5, 8] 41.05 53 277998 16846
265 [5, 8] 50.230000000000004 57 278612 16853
266 [3, 8] 58.86 45 278657 16854
267 [3, 8] 50.77000000000001 44 278929 16858
268 [5, 8] 49.835 45 279175 16860
269 [5, 8] 43.47 59 279296 16863
270 [3, 8] 49.39000000000001 38 279932 16875
271 [5, 8] 23.205000000000013 92 280224 16883
272 [4, 8] 10.644999999999989 91 280442 16886
273 [4, 8] 67.025 50 280492 16887
274 [3, 8] 42.48000000000002 58 280595 16891
275 [5, 8] 23.59999999999999 97 280692 16892
276 [4, 8] 39.154999999999994 64 281029 16897
277 [3, 8] 58.91500000000001 70 281099 16898
278 [5, 8] 61.95000000000001 47 281412 16903
279 [3, 8] 28.610000000000003 71 281684 16905
280 [0, 7] 50.730000000000004 48 281904 16914
281 [5, 8] 60.05 50 282008 16919
282 [5, 8] 57.885 46 282342 16924
283 [3, 8] 46.120000000000005 57 282710 16929
284 [4, 8] 59.215 56 282771 16931
285 [5, 8] 49.57000000000001 45 282824 16933
286 [0, 6] -120.18499999999997 110 283430 16938
287 [3, 8] -62.105000000000004 143 284110 16943
288 [4, 8] 57.99 51 284161 16944
289 [0, 7] -46.02500000000001 108 284407 16949
290 [2, 8] 37.260000000000005 56 285312 16959
291 [2, 8] 45.27000000000002 56 285397 16962
292 [5, 8] 14.485000000000005 98 285495 16963
293 [2, 8] 49.815000000000005 46 285742 16965
294 [5, 8] 80.895 44 286371 16972
295 [0, 7] 48.040000000000006 48 286419 16973
296 [5, 8] 15.309999999999997 87 286616 16976
297 [4, 8] 3.915000000000002 90 286997 16981
298 [5, 8] 50.705000000000005 41 288045 16992
299 [4, 8] 29.699999999999996 44 288089 16993
300 [5, 8] 49.790000000000006 45 288373 17002
301 [5, 8] 38.27499999999999 63 289694 17021
302 [3, 8] 80.075 50 289806 17023
303 [3, 8] 50.320000000000014 62 289868 17024
304 [5, 8] 62.665 41 289975 17028
305 [3, 8] 60.72500000000001 42 290221 17031
306 [5, 8] 58.075 52 290273 17032
307 [5, 8] 55.715 46 290530 17035
308 [5, 8] 60.75 44 290574 17036
309 [4, 8] 69.03500000000001 49 290824 17038
310 [3, 8] 53.21000000000001 55 290879 17039
311 [5, 8] 51.635000000000005 42 290921 17040
312 [4, 8] 67.18 55 290976 17041
313 [3, 8] 66.275 53 291523 17051
314 [4, 8] -41.40999999999996 120 291910 17054
315 [5, 8] 71.775 42 292959 17064
316 [4, 8] 69.025 49 293008 17065
317 [5, 8] -2.2500000000000124 94 293137 17067
318 [5, 8] 42.125 53 293850 17077
319 [3, 8] 56.08000000000002 50 294274 17086
320 [5, 8] 69.98000000000002 44 294561 17089
321 [4, 8] 71.00500000000002 49 295123 17096
322 [5, 8] 69.22999999999999 50 295210 17098
323 [5, 8] 65.12 51 295301 17100
324 [2, 8] 71.88500000000002 46 295358 17102
325 [3, 8] 70.82000000000001 44 295803 17109
326 [5, 8] -85.29000000000006 171 296013 17111
327 [5, 8] 68.155 49 296679 17128
328 [3, 8] 58.285000000000025 54 296733 17129
329 [4, 8] 39.86 44 297018 17133
330 [0, 6] 41.46499999999999 38 297056 17134
331 [5, 8] 48.309999999999995 62 297172 17138
332 [5, 8] 43.114999999999995 55 297287 17140
333 [0, 4] -15.835000000000008 66 297461 17142
334 [5, 8] 58.76 42 297503 17143
335 [3, 8] 82.77 42 297816 17148
336 [5, 8] 38.989999999999995 49 297865 17149
337 [2, 8] 44.03499999999999 51 298071 17151
338 [5, 8] 66.22 56 298164 17153
339 [5, 8] 62.84500000000001 44 298208 17154
340 [2, 8] 24.325000000000003 59 298267 17155
341 [4, 8] 40.22 59 298364 17159
342 [5, 8] 18.704999999999984 113 298630 17164
343 [5, 8] 66.995 48 298678 17165
344 [3, 8] 52.07000000000001 34 299155 17170
345 [3, 8] 61.73000000000001 42 299895 17178
346 [4, 8] 53.68500000000001 65 300059 17183
347 [5, 8] 37.955 50 300245 17187
348 [5, 8] 72.775 42 300313 17190
349 [4, 8] 58.450000000000024 65 300424 17192
350 [4, 8] 2.299999999999992 75 300709 17195
351 [5, 8] 81.97499999999998 46 300755 17196
352 [4, 8] 72.76500000000001 44 300799 17197
353 [0, 8] 31.110000000000007 61 300928 17201
354 [5, 8] 72.75500000000001 42 301013 17204
355 [0, 6] 34.22500000000001 56 301072 17206
356 [0, 7] 41.635000000000005 40 301177 17211
357 [4, 8] -82.43500000000007 140 301606 17219
358 [5, 8] 62.89500000000002 46 301667 17222
359 [0, 6] -36.16999999999998 107 302318 17229
360 [4, 8] 61.655 40 302473 17232
361 [5, 8] 30.539999999999996 42 302634 17237
362 [3, 8] 79.96 46 302680 17238
363 [5, 8] 39.10000000000002 83 302775 17241
364 [4, 8] 56.265000000000015 54 303284 17245
365 [4, 8] 1.9500000000000028 98 303382 17246
366 [4, 8] 80.08999999999999 48 303430 17247
367 [2, 8] 72.625 40 303470 17248
368 [2, 8] 66.785 48 303851 17253
369 [4, 8] 59.06 51 303902 17254
370 [3, 8] 75.19 52 303954 17255
371 [3, 8] 56.800000000000004 46 304102 17262
372 [5, 8] 46.78 47 304188 17265
373 [5, 8] 34.28999999999998 78 304349 17268
374 [5, 8] -30.089999999999982 120 304493 17270
375 [2, 8] 67.98500000000001 46 304539 17271
376 [3, 8] 59.72500000000001 42 304782 17273
377 [5, 8] 58.745 44 305048 17277
378 [3, 8] 69.305 58 305106 17278
379 [0, 6] 49.74000000000001 44 305351 17280
380 [2, 8] 48.98500000000001 50 305401 17281
381 [3, 8] 30.754999999999992 70 305521 17283
382 [5, 8] 41.70499999999999 41 305562 17284
383 [5, 8] 56.495000000000005 64 305636 17286
384 [2, 8] 27.844999999999985 47 305683 17287
385 [5, 8] 14.420000000000002 78 305819 17289
386 [5, 8] 58.11000000000001 54 306008 17293
387 [2, 8] 58.21500000000001 57 306065 17294
388 [5, 8] 76.175 52 306117 17295
389 [5, 8] 66.28 51 306557 17301
390 [4, 8] 71.915 45 306652 17303
391 [5, 8] -34.78499999999999 115 307025 17310
392 [5, 8] 66.91 49 307163 17314
393 [4, 8] 69.995 47 307270 17318
394 [3, 8] 61.78500000000001 43 307338 17321
395 [0, 4] 50.440000000000005 38 307376 17322
396 [5, 8] 67.10000000000001 50 307426 17323
397 [3, 8] 77.125 50 307476 17324
398 [2, 8] 44.91499999999999 51 307546 17327
399 [5, 8] 48.565000000000005 67 307829 17330
400 [5, 8] 61.05 48 307977 17335
401 [5, 8] -40.64500000000001 136 308195 17338
402 [5, 8] 59.06 50 308245 17339
403 [5, 8] 40.41 61 308306 17340
404 [4, 8] 51.92 52 308559 17342
405 [0, 7] 19.124999999999996 57 308673 17346
406 [5, 8] 59.145 50 308723 17347
407 [5, 8] 80.94500000000001 44 308767 17348
408 [5, 8] 40.0 50 308829 17352
409 [4, 8] 37.714999999999996 48 308909 17354
410 [5, 8] 69.86000000000001 44 308953 17355
411 [4, 8] 68.01000000000002 49 309002 17356
412 [5, 8] 77.195 54 309135 17359
413 [4, 8] 57.16000000000002 53 309299 17363
414 [0, 8] 38.625 48 309384 17365
415 [3, 8] 37.08999999999999 54 309441 17367
416 [4, 8] 78.035 48 309568 17371
417 [4, 8] 50.96 47 309659 17374
418 [3, 8] 47.925000000000004 48 309707 17375
419 [3, 8] 30.02499999999999 56 309787 17378
420 [0, 8] 27.919999999999998 51 309838 17379
421 [5, 8] -20.75500000000002 93 309931 17380
422 [4, 8] 46.86500000000001 69 310473 17385
423 [4, 8] 48.92000000000001 50 310649 17390
424 [0, 8] 19.749999999999996 46 310771 17395
425 [5, 8] 57.050000000000004 49 310837 17397
426 [3, 8] 69.19500000000002 55 310892 17398
427 [5, 8] 68.76 44 310936 17399
428 [4, 8] 79.03500000000001 48 311044 17403
429 [2, 8] 78.16499999999999 50 311099 17405
430 [3, 8] 59.78000000000001 42 311149 17407
431 [5, 8] 74.29 54 311368 17413
432 [5, 8] 48.394999999999996 45 311619 17416
433 [5, 8] 38.02499999999999 54 312049 17426
434 [4, 8] 61.75 43 312099 17429
435 [5, 8] 69.17 51 312150 17430
436 [2, 8] 62.160000000000004 55 312295 17434
437 [2, 8] 46.815000000000005 46 312636 17438
438 [5, 8] 58.505 59 312729 17440
439 [2, 8] 50.735 43 313114 17447
440 [0, 8] 30.73 43 313157 17448
441 [0, 5] 57.68500000000001 44 313301 17451
442 [2, 8] 79.895 46 313385 17453
443 [4, 8] 58.01000000000001 49 313434 17454
444 [0, 8] 51.769999999999996 45 313479 17455
445 [4, 8] 47.92 49 313528 17456
446 [4, 8] 45.775000000000006 46 313574 17457
447 [0, 8] 30.944999999999997 54 313628 17458
448 [4, 8] 53.98500000000001 54 313989 17463
449 [5, 8] 39.45 60 314049 17464
450 [2, 8] -91.65500000000014 163 314333 17468
451 [3, 8] 70.715 42 314423 17471
452 [3, 8] 69.025 49 314485 17474
453 [3, 8] 79.95 46 314537 17476
454 [4, 8] 82.80999999999999 42 314587 17478
455 [3, 8] 66.48500000000001 60 314696 17480
456 [3, 8] 59.695 44 315145 17484
457 [4, 8] 67.905 48 315193 17485
458 [5, 8] 68.20500000000001 50 315243 17486
459 [4, 8] -11.849999999999994 137 315380 17487
460 [4, 8] -70.88500000000012 172 315656 17490
461 [5, 8] 69.86 44 315782 17495
462 [4, 8] 69.595 62 315853 17497
463 [3, 8] 24.97999999999999 73 315926 17498
464 [5, 8] 59.040000000000006 50 316091 17502
465 [0, 8] 21.944999999999997 58 316149 17503
466 [5, 8] 50.489999999999995 41 316423 17508
467 [5, 8] 79.045 46 316536 17513
468 [5, 8] 80.085 48 316584 17514
469 [4, 8] 62.60000000000001 38 316657 17516
470 [4, 8] 44.26499999999999 71 316990 17519
471 [4, 8] 54.96500000000001 51 317041 17520
472 [5, 8] 71.87 44 317114 17523
473 [4, 8] 82.03499999999998 46 317165 17525
474 [2, 8] 47.16500000000001 54 317219 17526
475 [3, 8] 67.13500000000002 50 317269 17527
476 [5, 8] 61.29000000000002 56 317325 17528
477 [4, 8] 49.82500000000001 44 317369 17529
478 [3, 8] 57.06000000000002 51 317420 17530
479 [3, 8] 78.15 50 317470 17531
480 [5, 8] 71.445 60 317530 17532
481 [5, 8] 80.05999999999999 48 317578 17533
482 [5, 8] 40.69 43 317671 17537
483 [0, 8] 48.815 47 317755 17539
484 [2, 8] -73.70000000000002 114 317869 17540
485 [5, 8] 68.935 46 317930 17543
486 [3, 8] 61.94500000000002 46 317976 17544
487 [3, 8] 62.74500000000001 42 318044 17546
488 [4, 8] 36.205 62 318152 17548
489 [5, 8] 62.775000000000006 43 318244 17551
490 [4, 8] 69.95500000000001 46 318457 17555
491 [5, 8] 59.05500000000001 52 318509 17556
492 [0, 6] -36.21500000000001 84 318686 17558
493 [4, 8] 61.97000000000002 48 318787 17562
494 [5, 8] -68.44499999999996 136 318957 17565
495 [3, 8] 37.845 47 319004 17566
496 [3, 8] 32.5 40 319044 17567
497 [4, 8] 49.75 46 319291 17569
498 [3, 8] 70.10000000000001 49 319340 17570
499 [3, 8] 34.654999999999994 46 319440 17572
500 [3, 8] 60.03500000000002 51 319528 17574
501 [5, 8] 68.205 50 319578 17575
502 [4, 8] 82.815 42 319632 17577
503 [0, 7] 47.95000000000001 48 319680 17578
504 [2, 8] 57.795 48 319769 17580
505 [5, 8] 70.92000000000002 45 319989 17582
506 [0, 8] 50.85500000000001 44 320102 17585
507 [5, 8] 16.995000000000005 48 320159 17587
508 [5, 8] 81.99999999999999 44 320214 17589
509 [4, 8] 52.480000000000004 36 320451 17591
510 [5, 8] 62.795 43 320494 17592
511 [4, 8] 71.86500000000001 45 320539 17593
512 [5, 8] 67.9 46 320797 17597
513 [5, 8] 45.285 40 320837 17598
514 [5, 8] 61.38 39 320876 17599
515 [5, 8] 3.0399999999999947 74 320950 17600
516 [0, 8] 45.96000000000001 49 320999 17601
517 [2, 8] 49.614999999999995 42 321041 17602
518 [5, 8] 66.935 47 321101 17604
519 [3, 8] 71.85500000000002 42 321218 17607
520 [5, 8] 70.005 47 321272 17609
521 [2, 8] 36.724999999999994 47 321384 17612
522 [4, 8] 68.87500000000001 44 321428 17613
523 [4, 8] 39.605 41 321516 17616
524 [3, 8] 82.795 42 321686 17619
525 [5, 8] 80.0 46 321732 17620
526 [4, 8] 70.98000000000002 47 321779 17621
527 [5, 8] 62.30500000000001 54 321833 17622
528 [4, 8] 68.015 48 321881 17623
529 [3, 8] 59.38000000000001 40 321921 17624
530 [4, 8] 78.105 49 321984 17626
531 [5, 8] 34.114999999999995 51 322128 17630
532 [5, 8] 58.940000000000005 45 322173 17631
533 [4, 8] 13.925000000000013 77 322250 17632
534 [3, 8] -8.044999999999991 98 322348 17633
535 [5, 8] 48.87 44 322399 17635
536 [5, 8] 69.86500000000001 44 322451 17638
537 [5, 8] 55.095000000000006 51 322502 17639
538 [4, 8] 60.98500000000001 48 322550 17640
539 [5, 8] 48.81 46 322596 17641
540 [2, 8] 39.73 55 322658 17643
541 [5, 8] 49.07 51 322801 17647
542 [5, 8] 57.975 47 322848 17648
543 [5, 8] 61.88 45 322893 17649
544 [5, 8] 67.965 46 322939 17650
545 [5, 8] 49.095 52 323227 17654
546 [4, 8] 39.97499999999999 47 323709 17660
547 [0, 8] -34.22500000000001 117 324036 17665
548 [5, 8] -11.990000000000013 100 324136 17666
549 [0, 8] 29.785 51 324222 17668
550 [4, 8] 70.24000000000001 52 324274 17669
551 [4, 8] 46.894999999999996 48 324523 17671
552 [2, 8] 61.65 42 324565 17672
553 [5, 8] 67.215 51 324817 17674
554 [4, 8] 14.494999999999994 86 324903 17675
555 [3, 8] 80.96000000000001 46 324981 17677
556 [5, 8] 36.459999999999994 65 325046 17678
557 [5, 8] 51.53999999999999 77 325179 17680
558 [4, 8] 65.24000000000001 53 325642 17685
559 [5, 8] 80.96999999999998 46 325758 17688
560 [4, 8] 70.51000000000002 58 325816 17689
561 [5, 8] 50.835 44 326019 17691
562 [2, 8] 68.91 48 326268 17694
563 [5, 8] 82.50999999999999 38 326329 17697
564 [4, 8] 56.14000000000001 52 326381 17698
565 [5, 8] 81.90999999999998 44 326425 17699
566 [4, 8] 70.915 45 326470 17700
567 [2, 8] 79.03 50 326520 17701
568 [3, 8] 70.00500000000001 49 326623 17703
569 [2, 8] 61.820000000000014 45 326721 17707
570 [3, 8] 65.22000000000001 53 326774 17708
571 [5, 8] 61.875000000000014 44 326818 17709
572 [3, 8] 78.12 48 326945 17711
573 [4, 8] 57.885000000000005 49 327172 17714
574 [3, 8] 51.63999999999999 41 327222 17716
575 [5, 8] 74.19000000000001 52 327274 17717
576 [0, 8] 28.605000000000008 43 327364 17720
577 [5, 8] 68.745 46 327444 17722
578 [2, 8] 1.7999999999999883 56 327500 17723
579 [0, 4] 50.385000000000005 38 327538 17724
580 [4, 8] 70.92500000000001 45 327583 17725
581 [4, 8] 70.85000000000001 44 327716 17727
582 [0, 7] 11.785 47 327763 17728
583 [5, 8] 55.94500000000001 48 327819 17730
584 [3, 8] 70.92000000000002 45 327864 17731
585 [3, 8] 70.945 46 327910 17732
586 [4, 8] 50.77 44 328115 17737
587 [2, 8] 53.08500000000001 58 328173 17738
588 [2, 8] 46.545 63 328292 17741
589 [5, 8] 81.045 48 328991 17747
590 [0, 8] 35.825 60 329051 17748
591 [5, 8] 60.85500000000001 44 329095 17749
